site,block_id,block_start,block_end,N,selection_tier,gpi,timestamp,daily_index,has_temperature,has_salinity,has_density,has_dissolvedoxygen,seed,block_width_days
ab,322,2019-05-01,2019-05-05,0,,,,,,,,,0,5
ab,323,2019-05-06,2019-05-10,0,,,,,,,,,0,5
ab,324,2019-05-11,2019-05-15,0,,,,,,,,,0,5
ab,325,2019-05-16,2019-05-20,0,,,,,,,,,0,5
ab,326,2019-05-21,2019-05-25,0,,,,,,,,,0,5
ab,327,2019-05-26,2019-05-30,0,,,,,,,,,0,5
ab,328,2019-05-31,2019-06-04,0,,,,,,,,,0,5
ab,329,2019-06-05,2019-06-09,0,,,,,,,,,0,5
ab,330,2019-06-10,2019-06-14,0,,,,,,,,,0,5
ab,331,2019-06-15,2019-06-19,10,all4,7125,2019-06-19,2,1,1,1,1,0,5
ab,332,2019-06-20,2019-06-24,19,all4,7130,2019-06-23,2,1,1,1,1,0,5
ab,333,2019-06-25,2019-06-29,45,all4,7155,2019-06-25,9,1,1,1,1,0,5
ab,334,2019-06-30,2019-07-04,45,all4,7196,2019-06-30,5,1,1,1,1,0,5
ab,335,2019-07-05,2019-07-09,45,all4,7256,2019-07-07,2,1,1,1,1,0,5
ab,336,2019-07-10,2019-07-14,45,all4,7316,2019-07-13,8,1,1,1,1,0,5
ab,337,2019-07-15,2019-07-19,45,all4,7342,2019-07-16,7,1,1,1,1,0,5
ab,338,2019-07-20,2019-07-24,45,all4,7404,2019-07-23,6,1,1,1,1,0,5
ab,339,2019-07-25,2019-07-29,12,all4,7421,2019-07-25,5,1,1,1,1,0,5
ab,340,2019-07-30,2019-08-03,40,all4,7457,2019-08-02,7,1,1,1,1,0,5
ab,341,2019-08-04,2019-08-08,44,all4,7503,2019-08-07,9,1,1,1,1,0,5
ab,342,2019-08-09,2019-08-13,45,all4,7534,2019-08-11,4,1,1,1,1,0,5
ab,343,2019-08-14,2019-08-18,45,all4,7580,2019-08-16,5,1,1,1,1,0,5
ab,344,2019-08-19,2019-08-23,45,all4,7642,2019-08-23,4,1,1,1,1,0,5
ab,345,2019-08-24,2019-08-28,45,all4,7677,2019-08-27,3,1,1,1,1,0,5
ab,346,2019-08-29,2019-09-02,45,all4,7693,2019-08-29,1,1,1,1,1,0,5
ab,347,2019-09-03,2019-09-07,44,all4,7780,2019-09-07,8,1,1,1,1,0,5
ab,348,2019-09-08,2019-09-12,45,all4,7803,2019-09-10,4,1,1,1,1,0,5
ab,349,2019-09-13,2019-09-17,39,all4,7852,2019-09-16,5,1,1,1,1,0,5
ab,350,2019-09-18,2019-09-22,45,all4,7896,2019-09-21,4,1,1,1,1,0,5
ab,351,2019-09-23,2019-09-27,45,all4,7913,2019-09-23,3,1,1,1,1,0,5
ab,352,2019-09-28,2019-10-02,45,all4,7966,2019-09-29,2,1,1,1,1,0,5
ab,353,2019-10-03,2019-10-07,45,all4,8013,2019-10-04,4,1,1,1,1,0,5
ab,354,2019-10-08,2019-10-12,41,all4,8086,2019-10-12,9,1,1,1,1,0,5
ab,355,2019-10-13,2019-10-17,45,all4,8101,2019-10-14,6,1,1,1,1,0,5
ab,356,2019-10-18,2019-10-22,45,all4,8174,2019-10-22,7,1,1,1,1,0,5
ab,357,2019-10-23,2019-10-27,39,all4,8206,2019-10-26,9,1,1,1,1,0,5
ab,358,2019-10-28,2019-11-01,45,all4,8233,2019-10-29,9,1,1,1,1,0,5
ab,359,2019-11-02,2019-11-06,45,all4,8265,2019-11-02,5,1,1,1,1,0,5
ab,360,2019-11-07,2019-11-11,45,all4,8315,2019-11-08,1,1,1,1,1,0,5
ab,361,2019-11-12,2019-11-16,45,all4,8386,2019-11-15,9,1,1,1,1,0,5
ab,362,2019-11-17,2019-11-21,45,all4,8402,2019-11-17,7,1,1,1,1,0,5
ab,363,2019-11-22,2019-11-26,45,all4,8459,2019-11-24,1,1,1,1,1,0,5
ab,364,2019-11-27,2019-12-01,45,all4,8500,2019-11-28,6,1,1,1,1,0,5
ab,365,2019-12-02,2019-12-06,45,all4,8571,2019-12-06,5,1,1,1,1,0,5
ab,366,2019-12-07,2019-12-11,45,all4,8600,2019-12-09,7,1,1,1,1,0,5
ab,367,2019-12-12,2019-12-16,45,all4,8642,2019-12-14,4,1,1,1,1,0,5
ab,368,2019-12-17,2019-12-21,45,all4,8675,2019-12-18,1,1,1,1,1,0,5
ab,369,2019-12-22,2019-12-26,45,all4,8752,2019-12-26,6,1,1,1,1,0,5
ab,370,2019-12-27,2019-12-31,45,all4,8760,2019-12-27,5,1,1,1,1,0,5
ab,371,2020-01-01,2020-01-05,45,all4,8808,2020-01-01,8,1,1,1,1,0,5
ab,372,2020-01-06,2020-01-10,45,all4,8849,2020-01-06,4,1,1,1,1,0,5
ab,373,2020-01-11,2020-01-15,45,all4,8914,2020-01-13,6,1,1,1,1,0,5
ab,374,2020-01-16,2020-01-20,45,all4,8955,2020-01-18,2,1,1,1,1,0,5
ab,375,2020-01-21,2020-01-25,45,all4,9019,2020-01-25,3,1,1,1,1,0,5
ab,376,2020-01-26,2020-01-30,45,all4,9035,2020-01-27,1,1,1,1,1,0,5
ab,377,2020-01-31,2020-02-04,45,all4,9097,2020-02-02,9,1,1,1,1,0,5
ab,378,2020-02-05,2020-02-09,45,all4,9144,2020-02-08,2,1,1,1,1,0,5
ab,379,2020-02-10,2020-02-14,45,all4,9190,2020-02-13,3,1,1,1,1,0,5
ab,380,2020-02-15,2020-02-19,45,all4,9212,2020-02-15,7,1,1,1,1,0,5
ab,381,2020-02-20,2020-02-24,45,all4,9291,2020-02-24,5,1,1,1,1,0,5
ab,382,2020-02-25,2020-02-29,45,all4,9324,2020-02-28,2,1,1,1,1,0,5
ab,383,2020-03-01,2020-03-05,45,all4,9365,2020-03-03,7,1,1,1,1,0,5
ab,384,2020-03-06,2020-03-10,45,all4,9387,2020-03-06,2,1,1,1,1,0,5
ab,385,2020-03-11,2020-03-15,45,all4,9468,2020-03-15,2,1,1,1,1,0,5
ab,386,2020-03-16,2020-03-20,45,all4,9518,2020-03-20,7,1,1,1,1,0,5
ab,387,2020-03-21,2020-03-25,45,all4,9554,2020-03-24,7,1,1,1,1,0,5
ab,388,2020-03-26,2020-03-30,45,all4,9603,2020-03-30,2,1,1,1,1,0,5
ab,389,2020-03-31,2020-04-04,45,all4,9617,2020-03-31,7,1,1,1,1,0,5
ab,390,2020-04-05,2020-04-09,45,all4,9656,2020-04-05,1,1,1,1,1,0,5
ab,391,2020-04-10,2020-04-14,45,all4,9740,2020-04-14,4,1,1,1,1,0,5
ab,392,2020-04-15,2020-04-19,45,all4,9779,2020-04-18,7,1,1,1,1,0,5
ab,393,2020-04-20,2020-04-24,45,all4,9801,2020-04-21,2,1,1,1,1,0,5
ab,394,2020-04-25,2020-04-29,45,all4,9847,2020-04-26,3,1,1,1,1,0,5
ab,395,2020-04-30,2020-05-04,45,all4,9899,2020-05-02,1,1,1,1,1,0,5
ab,396,2020-05-05,2020-05-09,38,all4,9932,2020-05-05,7,1,1,1,1,0,5
ab,397,2020-05-10,2020-05-14,0,,,,,,,,,0,5
ab,398,2020-05-15,2020-05-19,0,,,,,,,,,0,5
ab,399,2020-05-20,2020-05-24,0,,,,,,,,,0,5
ab,400,2020-05-25,2020-05-29,0,,,,,,,,,0,5
ab,401,2020-05-30,2020-06-03,18,all4,9980,2020-06-03,8,1,1,1,1,0,5
ab,402,2020-06-04,2020-06-08,45,all4,10002,2020-06-06,3,1,1,1,1,0,5
ab,403,2020-06-09,2020-06-13,45,all4,10033,2020-06-09,7,1,1,1,1,0,5
ab,404,2020-06-14,2020-06-18,45,all4,10098,2020-06-16,9,1,1,1,1,0,5
ab,405,2020-06-19,2020-06-23,45,all4,10128,2020-06-20,3,1,1,1,1,0,5
ab,406,2020-06-24,2020-06-28,45,all4,10195,2020-06-27,7,1,1,1,1,0,5
ab,407,2020-06-29,2020-07-03,45,all4,10228,2020-07-01,4,1,1,1,1,0,5
ab,408,2020-07-04,2020-07-08,45,all4,10296,2020-07-08,9,1,1,1,1,0,5
ab,409,2020-07-09,2020-07-13,45,all4,10308,2020-07-10,3,1,1,1,1,0,5
ab,410,2020-07-14,2020-07-18,45,all4,10372,2020-07-17,4,1,1,1,1,0,5
ab,411,2020-07-19,2020-07-23,45,all4,10392,2020-07-19,6,1,1,1,1,0,5
ab,412,2020-07-24,2020-07-28,45,all4,10460,2020-07-27,2,1,1,1,1,0,5
ab,413,2020-07-29,2020-08-02,45,all4,10515,2020-08-02,3,1,1,1,1,0,5
ab,414,2020-08-03,2020-08-07,36,all4,10551,2020-08-07,3,1,1,1,1,0,5
ab,415,2020-08-08,2020-08-12,45,all4,10596,2020-08-12,3,1,1,1,1,0,5
ab,416,2020-08-13,2020-08-17,45,all4,10635,2020-08-16,6,1,1,1,1,0,5
ab,417,2020-08-18,2020-08-22,45,all4,10672,2020-08-20,7,1,1,1,1,0,5
ab,418,2020-08-23,2020-08-27,45,all4,10706,2020-08-24,5,1,1,1,1,0,5
ab,419,2020-08-28,2020-09-01,45,all4,10752,2020-08-29,6,1,1,1,1,0,5
ab,420,2020-09-02,2020-09-06,45,all4,10795,2020-09-03,4,1,1,1,1,0,5
ab,421,2020-09-07,2020-09-11,40,all4,10834,2020-09-07,7,1,1,1,1,0,5
ab,422,2020-09-12,2020-09-16,45,all4,10890,2020-09-14,5,1,1,1,1,0,5
ab,423,2020-09-17,2020-09-21,45,all4,10945,2020-09-20,6,1,1,1,1,0,5
ab,424,2020-09-22,2020-09-26,41,all4,10981,2020-09-25,1,1,1,1,1,0,5
ab,425,2020-09-27,2020-10-01,45,all4,11015,2020-09-28,8,1,1,1,1,0,5
ab,426,2020-10-02,2020-10-06,45,all4,11072,2020-10-05,2,1,1,1,1,0,5
ab,427,2020-10-07,2020-10-11,45,all4,11093,2020-10-07,5,1,1,1,1,0,5
ab,428,2020-10-12,2020-10-16,45,all4,11173,2020-10-16,4,1,1,1,1,0,5
ab,429,2020-10-17,2020-10-21,45,all4,11220,2020-10-21,6,1,1,1,1,0,5
ab,430,2020-10-22,2020-10-26,45,all4,11250,2020-10-24,9,1,1,1,1,0,5
ab,431,2020-10-27,2020-10-31,45,all4,11270,2020-10-27,2,1,1,1,1,0,5
ab,432,2020-11-01,2020-11-05,45,all4,11324,2020-11-02,2,1,1,1,1,0,5
ab,433,2020-11-06,2020-11-10,45,all4,11377,2020-11-08,1,1,1,1,1,0,5
ab,434,2020-11-11,2020-11-15,45,all4,11407,2020-11-11,4,1,1,1,1,0,5
ab,435,2020-11-16,2020-11-20,40,all4,11485,2020-11-20,6,1,1,1,1,0,5
ab,436,2020-11-21,2020-11-25,45,all4,11513,2020-11-23,7,1,1,1,1,0,5
ab,437,2020-11-26,2020-11-30,45,all4,11547,2020-11-27,5,1,1,1,1,0,5
ab,438,2020-12-01,2020-12-05,45,all4,11608,2020-12-04,3,1,1,1,1,0,5
ab,439,2020-12-06,2020-12-10,45,all4,11637,2020-12-07,5,1,1,1,1,0,5
ab,440,2020-12-11,2020-12-15,45,all4,11711,2020-12-15,7,1,1,1,1,0,5
ab,441,2020-12-16,2020-12-20,45,all4,11743,2020-12-19,3,1,1,1,1,0,5
ab,442,2020-12-21,2020-12-25,45,all4,11765,2020-12-21,7,1,1,1,1,0,5
ab,443,2020-12-26,2020-12-30,45,all4,11811,2020-12-26,8,1,1,1,1,0,5
ab,444,2020-12-31,2021-01-04,45,all4,11886,2021-01-04,2,1,1,1,1,0,5
ab,445,2021-01-05,2021-01-09,45,all4,11933,2021-01-09,4,1,1,1,1,0,5
ab,446,2021-01-10,2021-01-14,31,all4,11965,2021-01-12,9,1,1,1,1,0,5
ab,447,2021-01-15,2021-01-19,37,all4,11979,2021-01-16,9,1,1,1,1,0,5
ab,448,2021-01-20,2021-01-24,45,all4,12030,2021-01-22,6,1,1,1,1,0,5
ab,449,2021-01-25,2021-01-29,45,all4,12061,2021-01-26,1,1,1,1,1,0,5
ab,450,2021-01-30,2021-02-03,45,all4,12105,2021-01-30,9,1,1,1,1,0,5
ab,451,2021-02-04,2021-02-08,45,all4,12159,2021-02-05,9,1,1,1,1,0,5
ab,452,2021-02-09,2021-02-13,45,all4,12227,2021-02-13,5,1,1,1,1,0,5
ab,453,2021-02-14,2021-02-18,45,all4,12248,2021-02-15,8,1,1,1,1,0,5
ab,454,2021-02-19,2021-02-23,45,all4,12298,2021-02-21,4,1,1,1,1,0,5
ab,455,2021-02-24,2021-02-28,45,all4,12330,2021-02-24,9,1,1,1,1,0,5
ab,456,2021-03-01,2021-03-05,45,all4,12386,2021-03-03,2,1,1,1,1,0,5
ab,457,2021-03-06,2021-03-10,45,all4,12443,2021-03-09,5,1,1,1,1,0,5
ab,458,2021-03-11,2021-03-15,45,all4,12482,2021-03-13,8,1,1,1,1,0,5
ab,459,2021-03-16,2021-03-20,45,all4,12543,2021-03-20,6,1,1,1,1,0,5
ab,460,2021-03-21,2021-03-25,45,all4,12582,2021-03-24,9,1,1,1,1,0,5
ab,461,2021-03-26,2021-03-30,45,all4,12623,2021-03-29,5,1,1,1,1,0,5
ab,462,2021-03-31,2021-04-04,45,all4,12677,2021-04-04,5,1,1,1,1,0,5
ab,463,2021-04-05,2021-04-09,45,all4,12709,2021-04-08,1,1,1,1,1,0,5
ab,464,2021-04-10,2021-04-14,45,all4,12768,2021-04-14,6,1,1,1,1,0,5
ab,465,2021-04-15,2021-04-19,45,all4,12813,2021-04-19,6,1,1,1,1,0,5
ab,466,2021-04-20,2021-04-24,45,all4,12853,2021-04-24,1,1,1,1,1,0,5
ab,467,2021-04-25,2021-04-29,45,all4,12888,2021-04-27,9,1,1,1,1,0,5
ab,468,2021-04-30,2021-05-04,45,all4,12909,2021-04-30,3,1,1,1,1,0,5
ab,469,2021-05-05,2021-05-09,45,all4,12952,2021-05-05,1,1,1,1,1,0,5
ab,470,2021-05-10,2021-05-14,45,all4,13031,2021-05-13,8,1,1,1,1,0,5
ab,471,2021-05-15,2021-05-19,45,all4,13046,2021-05-15,5,1,1,1,1,0,5
ab,472,2021-05-20,2021-05-24,45,all4,13087,2021-05-20,1,1,1,1,1,0,5
ab,473,2021-05-25,2021-05-29,45,all4,13133,2021-05-25,2,1,1,1,1,0,5
ab,474,2021-05-30,2021-06-03,45,all4,13189,2021-05-31,4,1,1,1,1,0,5
ab,475,2021-06-04,2021-06-08,45,all4,13261,2021-06-08,4,1,1,1,1,0,5
ab,476,2021-06-09,2021-06-13,45,all4,13307,2021-06-13,5,1,1,1,1,0,5
ab,477,2021-06-14,2021-06-18,45,all4,13337,2021-06-16,8,1,1,1,1,0,5
ab,478,2021-06-19,2021-06-23,45,all4,13392,2021-06-22,9,1,1,1,1,0,5
ab,479,2021-06-24,2021-06-28,37,all4,13402,2021-06-24,1,1,1,1,1,0,5
ab,480,2021-06-29,2021-07-03,45,all4,13474,2021-07-02,9,1,1,1,1,0,5
ab,481,2021-07-04,2021-07-08,45,all4,13511,2021-07-07,1,1,1,1,1,0,5
ab,482,2021-07-09,2021-07-13,45,all4,13560,2021-07-12,5,1,1,1,1,0,5
ab,483,2021-07-14,2021-07-18,45,all4,13606,2021-07-17,6,1,1,1,1,0,5
ab,484,2021-07-19,2021-07-23,45,all4,13663,2021-07-23,9,1,1,1,1,0,5
ab,485,2021-07-24,2021-07-28,45,all4,13700,2021-07-28,1,1,1,1,1,0,5
ab,486,2021-07-29,2021-08-02,45,all4,13719,2021-07-30,2,1,1,1,1,0,5
ab,487,2021-08-03,2021-08-07,27,T_only,13773,2021-08-07,2,1,1,0,0,0,5
ab,488,2021-08-08,2021-08-12,45,T_only,13805,2021-08-10,7,1,1,0,0,0,5
ab,489,2021-08-13,2021-08-17,45,T_only,13853,2021-08-16,1,1,1,0,0,0,5
ab,490,2021-08-18,2021-08-22,45,T_only,13897,2021-08-20,9,1,1,0,0,0,5
ab,491,2021-08-23,2021-08-27,38,T_only,13945,2021-08-26,3,1,1,0,0,0,5
ab,492,2021-08-28,2021-09-01,45,T_only,13989,2021-08-31,9,1,1,0,0,0,5
ab,493,2021-09-02,2021-09-06,45,T_only,14031,2021-09-05,6,1,1,0,0,0,5
ab,494,2021-09-07,2021-09-11,45,T_only,14061,2021-09-08,9,1,1,0,0,0,5
ab,495,2021-09-12,2021-09-16,45,T_only,14093,2021-09-12,5,1,1,0,0,0,5
ab,496,2021-09-17,2021-09-21,45,T_only,14172,2021-09-21,3,1,1,0,0,0,5
ab,497,2021-09-22,2021-09-26,45,T_only,14216,2021-09-26,2,1,1,0,0,0,5
ab,498,2021-09-27,2021-10-01,45,T_only,14247,2021-09-29,6,1,1,0,0,0,5
ab,499,2021-10-02,2021-10-06,33,T_only,14278,2021-10-03,1,1,1,0,0,0,5
ab,500,2021-10-07,2021-10-11,45,T_only,14337,2021-10-10,9,1,1,0,0,0,5
ab,501,2021-10-12,2021-10-16,45,T_only,14360,2021-10-13,5,1,1,0,0,0,5
ab,502,2021-10-17,2021-10-21,45,T_only,14419,2021-10-20,1,1,1,0,0,0,5
ab,503,2021-10-22,2021-10-26,45,T_only,14452,2021-10-23,7,1,1,0,0,0,5
ab,504,2021-10-27,2021-10-31,20,T_only,14489,2021-10-28,5,1,1,0,0,0,5
ab,505,2021-11-01,2021-11-05,0,,,,,,,,,0,5
ab,506,2021-11-06,2021-11-10,45,,,,,,,,,0,5
ab,507,2021-11-11,2021-11-15,45,,,,,,,,,0,5
ab,508,2021-11-16,2021-11-20,45,T_only,14636,2021-11-20,9,1,0,0,0,0,5
ab,509,2021-11-21,2021-11-25,45,T_only,14652,2021-11-22,7,1,0,0,0,0,5
ab,510,2021-11-26,2021-11-30,45,T_only,14691,2021-11-27,1,1,0,0,0,0,5
ab,511,2021-12-01,2021-12-05,45,T_only,14752,2021-12-03,8,1,1,0,0,0,5
ab,512,2021-12-06,2021-12-10,45,T_only,14773,2021-12-06,2,1,1,0,0,0,5
ab,513,2021-12-11,2021-12-15,45,T_only,14817,2021-12-11,1,1,1,0,0,0,5
ab,514,2021-12-16,2021-12-20,45,T_only,14862,2021-12-16,1,1,1,0,0,0,5
ab,515,2021-12-21,2021-12-25,45,T_only,14944,2021-12-25,2,1,1,0,0,0,5
ab,516,2021-12-26,2021-12-30,45,T_only,14962,2021-12-27,2,1,1,0,0,0,5
ab,517,2021-12-31,2022-01-04,45,T_only,15037,2022-01-04,5,1,1,0,0,0,5
ab,518,2022-01-05,2022-01-09,44,T_only,15048,2022-01-05,7,1,1,0,0,0,5
ab,519,2022-01-10,2022-01-14,45,T_only,15129,2022-01-14,8,1,1,0,0,0,5
ab,520,2022-01-15,2022-01-19,45,T_only,15145,2022-01-16,6,1,1,0,0,0,5
ab,521,2022-01-20,2022-01-24,45,T_only,15207,2022-01-23,5,1,1,0,0,0,5
ab,522,2022-01-25,2022-01-29,45,T_only,15236,2022-01-26,7,1,1,0,0,0,5
ab,523,2022-01-30,2022-02-03,45,T_only,15307,2022-02-03,6,1,1,0,0,0,5
ab,524,2022-02-04,2022-02-08,33,T_only,15328,2022-02-05,9,1,1,0,0,0,5
ab,525,2022-02-09,2022-02-13,0,,,,,,,,,0,5
ab,526,2022-02-14,2022-02-18,0,,,,,,,,,0,5
ab,527,2022-02-19,2022-02-23,19,T_only,15356,2022-02-23,3,1,1,0,0,0,5
ab,528,2022-02-24,2022-02-28,22,T_only,15364,2022-02-24,2,1,1,0,0,0,5
ab,529,2022-03-01,2022-03-05,21,T_only,15391,2022-03-03,7,1,1,0,0,0,5
ab,530,2022-03-06,2022-03-10,15,T_only,15407,2022-03-06,2,1,1,0,0,0,5
ab,531,2022-03-11,2022-03-15,12,T_only,15432,2022-03-14,12,1,1,0,0,0,5
ab,532,2022-03-16,2022-03-20,0,,,,,,,,,0,5
ab,533,2022-03-21,2022-03-25,0,,,,,,,,,0,5
ab,534,2022-03-26,2022-03-30,0,,,,,,,,,0,5
ab,535,2022-03-31,2022-04-04,0,,,,,,,,,0,5
ab,536,2022-04-05,2022-04-09,0,,,,,,,,,0,5
ab,537,2022-04-10,2022-04-14,0,,,,,,,,,0,5
ab,538,2022-04-15,2022-04-19,0,,,,,,,,,0,5
ab,539,2022-04-20,2022-04-24,0,,,,,,,,,0,5
ab,540,2022-04-25,2022-04-29,0,,,,,,,,,0,5
ab,541,2022-04-30,2022-05-04,0,,,,,,,,,0,5
ab,542,2022-05-05,2022-05-09,0,,,,,,,,,0,5
ab,543,2022-05-10,2022-05-14,0,,,,,,,,,0,5
ab,544,2022-05-15,2022-05-19,0,,,,,,,,,0,5
ab,545,2022-05-20,2022-05-24,0,,,,,,,,,0,5
ab,546,2022-05-25,2022-05-29,0,,,,,,,,,0,5
ab,547,2022-05-30,2022-06-03,0,,,,,,,,,0,5
ab,548,2022-06-04,2022-06-08,0,,,,,,,,,0,5
ab,549,2022-06-09,2022-06-13,0,,,,,,,,,0,5
ab,550,2022-06-14,2022-06-18,0,,,,,,,,,0,5
ab,551,2022-06-19,2022-06-23,0,,,,,,,,,0,5
ab,552,2022-06-24,2022-06-28,0,,,,,,,,,0,5
ab,553,2022-06-29,2022-07-03,0,,,,,,,,,0,5
ab,554,2022-07-04,2022-07-08,0,,,,,,,,,0,5
ab,555,2022-07-09,2022-07-13,0,,,,,,,,,0,5
ab,556,2022-07-14,2022-07-18,0,,,,,,,,,0,5
ab,557,2022-07-19,2022-07-23,0,,,,,,,,,0,5
ab,558,2022-07-24,2022-07-28,0,,,,,,,,,0,5
ab,559,2022-07-29,2022-08-02,0,,,,,,,,,0,5
ab,560,2022-08-03,2022-08-07,0,,,,,,,,,0,5
ab,561,2022-08-08,2022-08-12,0,,,,,,,,,0,5
ab,562,2022-08-13,2022-08-17,0,,,,,,,,,0,5
ab,563,2022-08-18,2022-08-22,3,T_only,15435,2022-08-21,2,1,1,0,0,0,5
ab,564,2022-08-23,2022-08-27,40,T_only,15465,2022-08-26,8,1,1,0,0,0,5
ab,565,2022-08-28,2022-09-01,45,T_only,15490,2022-08-29,6,1,1,0,0,0,5
ab,566,2022-09-02,2022-09-06,45,T_only,15557,2022-09-06,1,1,1,0,0,0,5
ab,567,2022-09-07,2022-09-11,45,T_only,15569,2022-09-07,4,1,1,0,0,0,5
ab,568,2022-09-12,2022-09-16,45,T_only,15618,2022-09-12,8,1,1,0,0,0,5
ab,569,2022-09-17,2022-09-21,45,T_only,15657,2022-09-17,2,1,1,0,0,0,5
ab,570,2022-09-22,2022-09-26,45,T_only,15736,2022-09-25,9,1,1,0,0,0,5
ab,571,2022-09-27,2022-10-01,45,T_only,15758,2022-09-28,4,1,1,0,0,0,5
ab,572,2022-10-02,2022-10-06,45,T_only,15832,2022-10-06,6,1,1,0,0,0,5
ab,573,2022-10-07,2022-10-11,45,T_only,15862,2022-10-09,9,1,1,0,0,0,5
ab,574,2022-10-12,2022-10-16,45,T_only,15892,2022-10-13,3,1,1,0,0,0,5
ab,575,2022-10-17,2022-10-21,45,T_only,15960,2022-10-20,8,1,1,0,0,0,5
ab,576,2022-10-22,2022-10-26,45,T_only,15982,2022-10-23,3,1,1,0,0,0,5
ab,577,2022-10-27,2022-10-31,43,T_only,16054,2022-10-31,3,1,1,0,0,0,5
ab,578,2022-11-01,2022-11-05,43,T_only,16075,2022-11-03,1,1,1,0,0,0,5
ab,579,2022-11-06,2022-11-10,45,T_only,16127,2022-11-08,8,1,1,0,0,0,5
ab,580,2022-11-11,2022-11-15,45,T_only,16178,2022-11-14,5,1,1,0,0,0,5
ab,581,2022-11-16,2022-11-20,45,T_only,16226,2022-11-19,8,1,1,0,0,0,5
ab,582,2022-11-21,2022-11-25,45,T_only,16248,2022-11-22,3,1,1,0,0,0,5
ab,583,2022-11-26,2022-11-30,35,T_only,16315,2022-11-29,7,1,1,0,0,0,5
ab,584,2022-12-01,2022-12-05,1,T_only,16317,2022-12-05,1,1,1,0,0,0,5
ab,585,2022-12-06,2022-12-10,45,T_only,16354,2022-12-10,1,1,1,0,0,0,5
ab,586,2022-12-11,2022-12-15,45,T_only,16366,2022-12-11,4,1,1,0,0,0,5
ab,587,2022-12-16,2022-12-20,37,T_only,16429,2022-12-18,4,1,1,0,0,0,5
ab,588,2022-12-21,2022-12-25,10,T_only,16447,2022-12-25,2,1,1,0,0,0,5
ab,589,2022-12-26,2022-12-30,38,T_only,16468,2022-12-27,5,1,1,0,0,0,5
ab,590,2022-12-31,2023-01-04,0,,,,,,,,,0,5
ab,591,2023-01-05,2023-01-09,0,,,,,,,,,0,5
ab,592,2023-01-10,2023-01-14,0,,,,,,,,,0,5
ab,593,2023-01-15,2023-01-19,0,,,,,,,,,0,5
ab,594,2023-01-20,2023-01-24,0,,,,,,,,,0,5
ab,595,2023-01-25,2023-01-29,0,,,,,,,,,0,5
ab,596,2023-01-30,2023-02-03,0,,,,,,,,,0,5
ab,597,2023-02-04,2023-02-08,0,,,,,,,,,0,5
ab,598,2023-02-09,2023-02-13,0,,,,,,,,,0,5
ab,599,2023-02-14,2023-02-18,0,,,,,,,,,0,5
ab,600,2023-02-19,2023-02-23,0,,,,,,,,,0,5
ab,601,2023-02-24,2023-02-28,0,,,,,,,,,0,5
ab,602,2023-03-01,2023-03-05,0,,,,,,,,,0,5
ab,603,2023-03-06,2023-03-10,0,,,,,,,,,0,5
ab,604,2023-03-11,2023-03-15,0,,,,,,,,,0,5
ab,605,2023-03-16,2023-03-20,0,,,,,,,,,0,5
ab,606,2023-03-21,2023-03-25,0,,,,,,,,,0,5
ab,607,2023-03-26,2023-03-30,0,,,,,,,,,0,5
ab,608,2023-03-31,2023-04-04,0,,,,,,,,,0,5
ab,609,2023-04-05,2023-04-09,0,,,,,,,,,0,5
ab,610,2023-04-10,2023-04-14,0,,,,,,,,,0,5
ab,611,2023-04-15,2023-04-19,0,,,,,,,,,0,5
ab,612,2023-04-20,2023-04-24,0,,,,,,,,,0,5
ab,613,2023-04-25,2023-04-29,0,,,,,,,,,0,5
ab,614,2023-04-30,2023-05-04,0,,,,,,,,,0,5
ab,615,2023-05-05,2023-05-09,0,,,,,,,,,0,5
ab,616,2023-05-10,2023-05-14,0,,,,,,,,,0,5
ab,617,2023-05-15,2023-05-19,0,,,,,,,,,0,5
ab,618,2023-05-20,2023-05-24,0,,,,,,,,,0,5
ab,619,2023-05-25,2023-05-29,0,,,,,,,,,0,5
ab,620,2023-05-30,2023-06-03,0,,,,,,,,,0,5
ab,621,2023-06-04,2023-06-08,0,,,,,,,,,0,5
ab,622,2023-06-09,2023-06-13,0,,,,,,,,,0,5
ab,623,2023-06-14,2023-06-18,0,,,,,,,,,0,5
ab,624,2023-06-19,2023-06-23,0,,,,,,,,,0,5
ab,625,2023-06-24,2023-06-28,0,,,,,,,,,0,5
ab,626,2023-06-29,2023-07-03,0,,,,,,,,,0,5
ab,627,2023-07-04,2023-07-08,0,,,,,,,,,0,5
ab,628,2023-07-09,2023-07-13,0,,,,,,,,,0,5
ab,629,2023-07-14,2023-07-18,0,,,,,,,,,0,5
ab,630,2023-07-19,2023-07-23,0,,,,,,,,,0,5
ab,631,2023-07-24,2023-07-28,0,,,,,,,,,0,5
ab,632,2023-07-29,2023-08-02,0,,,,,,,,,0,5
ab,633,2023-08-03,2023-08-07,0,,,,,,,,,0,5
ab,634,2023-08-08,2023-08-12,0,,,,,,,,,0,5
ab,635,2023-08-13,2023-08-17,0,,,,,,,,,0,5
ab,636,2023-08-18,2023-08-22,0,,,,,,,,,0,5
ab,637,2023-08-23,2023-08-27,0,,,,,,,,,0,5
ab,638,2023-08-28,2023-09-01,36,all4,16502,2023-08-30,1,1,1,1,1,0,5
ab,639,2023-09-02,2023-09-06,45,all4,16543,2023-09-03,6,1,1,1,1,0,5
ab,640,2023-09-07,2023-09-11,41,all4,16590,2023-09-08,8,1,1,1,1,0,5
