profile,start,peak,end
3090,2016-11-01 07:23:00,2016-11-01 08:28:00,2016-11-01 09:56:00
3099,2016-11-02 07:23:00,2016-11-02 08:23:00,2016-11-02 09:44:00
3108,2016-11-03 07:23:00,2016-11-03 08:28:00,2016-11-03 09:56:00
3117,2016-11-04 07:23:00,2016-11-04 08:17:00,2016-11-04 09:30:00
3126,2016-11-05 07:23:00,2016-11-05 08:28:00,2016-11-05 09:56:00
3135,2016-11-06 07:23:00,2016-11-06 08:26:00,2016-11-06 09:54:00
3144,2016-11-07 07:23:00,2016-11-07 08:28:00,2016-11-07 09:56:00
3154,2016-11-09 07:23:00,2016-11-09 08:28:00,2016-11-09 09:56:00
3163,2016-11-10 07:23:00,2016-11-10 08:27:00,2016-11-10 09:56:00
3172,2016-11-11 07:23:00,2016-11-11 08:28:00,2016-11-11 09:56:00
3181,2016-11-12 07:23:00,2016-11-12 08:27:00,2016-11-12 09:55:00
3190,2016-11-13 07:23:00,2016-11-13 08:28:00,2016-11-13 09:56:00
3199,2016-11-14 07:23:00,2016-11-14 08:28:00,2016-11-14 09:56:00
3208,2016-11-15 07:23:00,2016-11-15 08:28:00,2016-11-15 09:56:00
3217,2016-11-16 07:23:00,2016-11-16 08:28:00,2016-11-16 09:56:00
3226,2016-11-17 07:23:00,2016-11-17 08:28:00,2016-11-17 09:56:00
3235,2016-11-18 07:23:00,2016-11-18 08:28:00,2016-11-18 09:56:00
3244,2016-11-19 07:23:00,2016-11-19 08:23:00,2016-11-19 09:44:00
3253,2016-11-20 07:23:00,2016-11-20 08:26:00,2016-11-20 09:54:00
3262,2016-11-21 07:23:00,2016-11-21 08:28:00,2016-11-21 09:56:00
3271,2016-11-22 07:23:00,2016-11-22 08:28:00,2016-11-22 09:56:00
3280,2016-11-23 07:23:00,2016-11-23 08:26:00,2016-11-23 09:54:00
3289,2016-11-24 07:23:00,2016-11-24 08:22:00,2016-11-24 09:42:00
3298,2016-11-25 07:23:00,2016-11-25 08:24:00,2016-11-25 09:46:00
3307,2016-11-26 07:23:00,2016-11-26 08:25:00,2016-11-26 09:53:00
3316,2016-11-27 07:23:00,2016-11-27 08:28:00,2016-11-27 09:56:00
3325,2016-11-28 07:23:00,2016-11-28 08:28:00,2016-11-28 09:56:00
3334,2016-11-29 07:23:00,2016-11-29 08:24:00,2016-11-29 09:45:00
3343,2016-11-30 07:23:00,2016-11-30 08:28:00,2016-11-30 09:56:00
3352,2016-12-01 07:23:00,2016-12-01 08:28:00,2016-12-01 09:56:00
3361,2016-12-02 07:23:00,2016-12-02 08:28:00,2016-12-02 09:56:00
3370,2016-12-03 07:23:00,2016-12-03 08:28:00,2016-12-03 09:56:00
3379,2016-12-04 07:23:00,2016-12-04 08:20:00,2016-12-04 09:34:00
3388,2016-12-05 07:23:00,2016-12-05 08:28:00,2016-12-05 09:56:00
3397,2016-12-06 07:23:00,2016-12-06 08:28:00,2016-12-06 09:56:00
3406,2016-12-07 07:23:00,2016-12-07 08:28:00,2016-12-07 09:56:00
3415,2016-12-08 07:23:00,2016-12-08 08:28:00,2016-12-08 09:56:00
3424,2016-12-09 07:23:00,2016-12-09 08:28:00,2016-12-09 09:56:00
3433,2016-12-10 07:23:00,2016-12-10 08:28:00,2016-12-10 09:56:00
3442,2016-12-11 07:23:00,2016-12-11 08:28:00,2016-12-11 09:56:00
3451,2016-12-12 07:23:00,2016-12-12 08:28:00,2016-12-12 09:56:00
3460,2016-12-13 07:23:00,2016-12-13 08:28:00,2016-12-13 09:56:00
3469,2016-12-14 07:23:00,2016-12-14 08:28:00,2016-12-14 09:56:00
3478,2016-12-15 07:23:00,2016-12-15 08:28:00,2016-12-15 09:56:00
3487,2016-12-16 07:23:00,2016-12-16 08:28:00,2016-12-16 09:56:00
3496,2016-12-17 07:23:00,2016-12-17 08:28:00,2016-12-17 09:56:00
3505,2016-12-18 07:23:00,2016-12-18 08:28:00,2016-12-18 09:56:00
3514,2016-12-19 07:23:00,2016-12-19 08:28:00,2016-12-19 09:56:00
3523,2016-12-20 07:23:00,2016-12-20 08:24:00,2016-12-20 09:45:00
3532,2016-12-21 07:23:00,2016-12-21 08:22:00,2016-12-21 09:42:00
3544,2016-12-24 07:23:00,2016-12-24 08:28:00,2016-12-24 09:56:00
3553,2016-12-25 07:23:00,2016-12-25 08:28:00,2016-12-25 09:56:00
3562,2016-12-26 07:23:00,2016-12-26 08:28:00,2016-12-26 09:56:00
3571,2016-12-27 07:23:00,2016-12-27 08:28:00,2016-12-27 09:56:00
3580,2016-12-28 07:23:00,2016-12-28 08:13:00,2016-12-28 09:19:00
3589,2016-12-29 07:23:00,2016-12-29 08:28:00,2016-12-29 09:56:00
3598,2016-12-30 07:23:00,2016-12-30 08:28:00,2016-12-30 09:56:00
3607,2016-12-31 07:23:00,2016-12-31 08:28:00,2016-12-31 09:56:00
3616,2017-01-01 07:23:00,2017-01-01 08:28:00,2017-01-01 09:56:00
3625,2017-01-02 07:23:00,2017-01-02 08:27:00,2017-01-02 09:56:00
3634,2017-01-03 07:23:00,2017-01-03 08:28:00,2017-01-03 09:56:00
3643,2017-01-04 07:23:00,2017-01-04 08:28:00,2017-01-04 09:56:00
3652,2017-01-05 07:23:00,2017-01-05 08:28:00,2017-01-05 09:56:00
3661,2017-01-06 07:23:00,2017-01-06 08:28:00,2017-01-06 09:56:00
3670,2017-01-07 07:23:00,2017-01-07 08:28:00,2017-01-07 09:56:00
3679,2017-01-08 07:23:00,2017-01-08 08:28:00,2017-01-08 09:56:00
3687,2017-01-09 07:23:00,2017-01-09 08:28:00,2017-01-09 09:56:00
3693,2017-01-11 07:23:00,2017-01-11 08:28:00,2017-01-11 09:56:00
3702,2017-01-12 07:23:00,2017-01-12 08:28:00,2017-01-12 09:56:00
3711,2017-01-13 07:23:00,2017-01-13 08:28:00,2017-01-13 09:56:00
3720,2017-01-14 07:23:00,2017-01-14 08:28:00,2017-01-14 09:56:00
3729,2017-01-15 07:23:00,2017-01-15 08:28:00,2017-01-15 09:56:00
3738,2017-01-16 07:23:00,2017-01-16 08:28:00,2017-01-16 09:56:00
3747,2017-01-17 07:23:00,2017-01-17 08:28:00,2017-01-17 09:56:00
3756,2017-01-18 07:23:00,2017-01-18 08:19:00,2017-01-18 09:34:00
3765,2017-01-19 07:23:00,2017-01-19 08:26:00,2017-01-19 09:53:00
3774,2017-01-20 07:23:00,2017-01-20 08:24:00,2017-01-20 09:45:00
3783,2017-01-21 07:23:00,2017-01-21 08:24:00,2017-01-21 09:45:00
3792,2017-01-22 07:23:00,2017-01-22 08:27:00,2017-01-22 09:55:00
3801,2017-01-23 07:23:00,2017-01-23 08:24:00,2017-01-23 09:45:00
3810,2017-01-24 07:23:00,2017-01-24 08:28:00,2017-01-24 09:56:00
3819,2017-01-25 07:23:00,2017-01-25 08:28:00,2017-01-25 09:56:00
3828,2017-01-26 07:23:00,2017-01-26 08:27:00,2017-01-26 09:56:00
3837,2017-01-27 07:23:00,2017-01-27 08:28:00,2017-01-27 09:56:00
3846,2017-01-28 07:23:00,2017-01-28 08:28:00,2017-01-28 09:56:00
3855,2017-01-29 07:23:00,2017-01-29 08:28:00,2017-01-29 09:56:00
3867,2017-08-05 07:23:00,2017-08-05 08:28:00,2017-08-05 09:56:00
3876,2017-08-06 07:23:00,2017-08-06 08:28:00,2017-08-06 09:56:00
3885,2017-08-07 07:23:00,2017-08-07 08:28:00,2017-08-07 09:56:00
3894,2017-08-08 07:23:00,2017-08-08 08:28:00,2017-08-08 09:56:00
3903,2017-08-09 07:23:00,2017-08-09 08:28:00,2017-08-09 09:56:00
3912,2017-08-10 07:23:00,2017-08-10 08:28:00,2017-08-10 09:56:00
3921,2017-08-11 07:23:00,2017-08-11 08:28:00,2017-08-11 09:56:00
3930,2017-08-12 07:23:00,2017-08-12 08:28:00,2017-08-12 09:56:00
3939,2017-08-13 07:23:00,2017-08-13 08:28:00,2017-08-13 09:56:00
3948,2017-08-14 07:23:00,2017-08-14 08:28:00,2017-08-14 09:56:00
3957,2017-08-15 07:23:00,2017-08-15 08:28:00,2017-08-15 09:56:00
3966,2017-08-16 07:23:00,2017-08-16 08:28:00,2017-08-16 09:56:00
3975,2017-08-17 07:23:00,2017-08-17 08:28:00,2017-08-17 09:56:00
3984,2017-08-18 07:23:00,2017-08-18 08:28:00,2017-08-18 09:56:00
3993,2017-08-19 07:23:00,2017-08-19 08:28:00,2017-08-19 09:56:00
4002,2017-08-20 07:23:00,2017-08-20 08:28:00,2017-08-20 09:56:00
4011,2017-08-21 07:23:00,2017-08-21 08:28:00,2017-08-21 09:56:00
4020,2017-08-22 07:23:00,2017-08-22 08:28:00,2017-08-22 09:56:00
4029,2017-08-23 07:23:00,2017-08-23 08:28:00,2017-08-23 09:56:00
4038,2017-08-24 07:23:00,2017-08-24 08:28:00,2017-08-24 09:56:00
4049,2017-08-26 07:23:00,2017-08-26 08:28:00,2017-08-26 09:56:00
4058,2017-08-27 07:23:00,2017-08-27 08:28:00,2017-08-27 09:56:00
4067,2017-08-28 07:23:00,2017-08-28 08:28:00,2017-08-28 09:56:00
4076,2017-08-29 07:23:00,2017-08-29 08:28:00,2017-08-29 09:56:00
4085,2017-08-30 07:23:00,2017-08-30 08:28:00,2017-08-30 09:56:00
4094,2017-08-31 07:23:00,2017-08-31 08:28:00,2017-08-31 09:56:00
4101,2017-09-01 07:23:00,2017-09-01 08:28:00,2017-09-01 09:56:00
4110,2017-09-02 07:23:00,2017-09-02 08:28:00,2017-09-02 09:56:00
4119,2017-09-03 07:23:00,2017-09-03 08:28:00,2017-09-03 09:56:00
4128,2017-09-04 07:23:00,2017-09-04 08:28:00,2017-09-04 09:56:00
4137,2017-09-05 07:23:00,2017-09-05 08:28:00,2017-09-05 09:56:00
4146,2017-09-06 07:23:00,2017-09-06 08:28:00,2017-09-06 09:56:00
4160,2017-09-08 07:23:00,2017-09-08 08:28:00,2017-09-08 09:56:00
4169,2017-09-09 07:23:00,2017-09-09 08:28:00,2017-09-09 09:56:00
4178,2017-09-10 07:23:00,2017-09-10 08:28:00,2017-09-10 09:56:00
4187,2017-09-11 07:23:00,2017-09-11 08:28:00,2017-09-11 09:56:00
4196,2017-09-12 07:23:00,2017-09-12 08:28:00,2017-09-12 09:56:00
4205,2017-09-13 07:23:00,2017-09-13 08:28:00,2017-09-13 09:56:00
4214,2017-09-14 07:23:00,2017-09-14 08:28:00,2017-09-14 09:56:00
4223,2017-09-15 07:23:00,2017-09-15 08:28:00,2017-09-15 09:56:00
4232,2017-09-16 07:23:00,2017-09-16 08:28:00,2017-09-16 09:56:00
4241,2017-09-17 07:23:00,2017-09-17 08:28:00,2017-09-17 09:56:00
4257,2017-09-19 07:23:00,2017-09-19 08:28:00,2017-09-19 09:56:00
4266,2017-09-20 07:23:00,2017-09-20 08:28:00,2017-09-20 09:56:00
4275,2017-09-21 07:23:00,2017-09-21 08:28:00,2017-09-21 09:56:00
4284,2017-09-22 07:23:00,2017-09-22 08:28:00,2017-09-22 09:56:00
4293,2017-09-23 07:23:00,2017-09-23 08:28:00,2017-09-23 09:56:00
4302,2017-10-04 07:23:00,2017-10-04 08:28:00,2017-10-04 09:56:00
4311,2017-10-05 07:23:00,2017-10-05 08:28:00,2017-10-05 09:56:00
4320,2017-10-06 07:23:00,2017-10-06 08:28:00,2017-10-06 09:56:00
4329,2017-10-07 07:23:00,2017-10-07 08:28:00,2017-10-07 09:56:00
4338,2017-10-08 07:23:00,2017-10-08 08:28:00,2017-10-08 09:56:00
4347,2017-10-09 07:23:00,2017-10-09 08:28:00,2017-10-09 09:56:00
4356,2017-10-10 07:23:00,2017-10-10 08:28:00,2017-10-10 09:56:00
4365,2017-10-11 07:23:00,2017-10-11 08:28:00,2017-10-11 09:56:00
4374,2017-10-12 07:23:00,2017-10-12 08:28:00,2017-10-12 09:56:00
4383,2017-10-13 07:23:00,2017-10-13 08:28:00,2017-10-13 09:56:00
4392,2017-10-14 07:23:00,2017-10-14 08:28:00,2017-10-14 09:56:00
4401,2017-10-15 07:23:00,2017-10-15 08:28:00,2017-10-15 09:56:00
4410,2017-10-16 07:23:00,2017-10-16 08:28:00,2017-10-16 09:56:00
4419,2017-10-17 07:23:00,2017-10-17 08:28:00,2017-10-17 09:56:00
4428,2017-10-18 07:23:00,2017-10-18 08:28:00,2017-10-18 09:56:00
4437,2017-10-19 07:23:00,2017-10-19 08:28:00,2017-10-19 09:56:00
4446,2017-10-20 07:23:00,2017-10-20 08:24:00,2017-10-20 09:46:00
4455,2017-10-21 07:23:00,2017-10-21 08:28:00,2017-10-21 09:56:00
4464,2017-10-22 07:23:00,2017-10-22 08:26:00,2017-10-22 09:53:00
4473,2017-10-23 07:23:00,2017-10-23 08:28:00,2017-10-23 09:56:00
4482,2017-10-24 07:23:00,2017-10-24 08:28:00,2017-10-24 09:56:00
4491,2017-10-25 07:23:00,2017-10-25 08:28:00,2017-10-25 09:56:00
4500,2017-10-26 07:23:00,2017-10-26 08:28:00,2017-10-26 09:56:00
4509,2017-10-27 07:23:00,2017-10-27 08:28:00,2017-10-27 09:56:00
4518,2017-10-28 07:23:00,2017-10-28 08:28:00,2017-10-28 09:56:00
4527,2017-10-29 07:23:00,2017-10-29 08:28:00,2017-10-29 09:56:00
4536,2017-10-30 07:23:00,2017-10-30 08:28:00,2017-10-30 09:56:00
4545,2017-10-31 07:23:00,2017-10-31 08:28:00,2017-10-31 09:56:00
4554,2017-11-01 07:23:00,2017-11-01 08:28:00,2017-11-01 09:56:00
4563,2017-11-02 07:23:00,2017-11-02 08:28:00,2017-11-02 09:56:00
4572,2017-11-03 07:23:00,2017-11-03 08:28:00,2017-11-03 09:56:00
4581,2017-11-04 07:23:00,2017-11-04 08:28:00,2017-11-04 09:57:00
4590,2017-11-05 07:23:00,2017-11-05 08:28:00,2017-11-05 09:57:00
4599,2017-11-06 07:23:00,2017-11-06 08:29:00,2017-11-06 09:58:00
4608,2017-11-07 07:23:00,2017-11-07 08:28:00,2017-11-07 09:58:00
4614,2017-11-08 07:23:00,2017-11-08 08:28:00,2017-11-08 09:56:00
4623,2017-11-09 07:23:00,2017-11-09 08:28:00,2017-11-09 09:56:00
4630,2017-11-10 07:23:00,2017-11-10 08:28:00,2017-11-10 09:56:00
4639,2017-11-11 07:23:00,2017-11-11 08:28:00,2017-11-11 09:56:00
4648,2017-11-12 07:23:00,2017-11-12 08:28:00,2017-11-12 09:56:00
4657,2017-11-13 07:23:00,2017-11-13 08:28:00,2017-11-13 09:56:00
4665,2017-11-15 07:23:00,2017-11-15 08:27:00,2017-11-15 09:55:00
4674,2017-11-16 07:23:00,2017-11-16 08:28:00,2017-11-16 09:56:00
4683,2017-11-17 07:23:00,2017-11-17 08:28:00,2017-11-17 09:56:00
4692,2017-11-18 07:23:00,2017-11-18 08:28:00,2017-11-18 09:56:00
4701,2017-11-19 07:23:00,2017-11-19 08:28:00,2017-11-19 09:56:00
4712,2017-11-21 07:23:00,2017-11-21 08:28:00,2017-11-21 09:56:00
4721,2017-11-23 07:23:00,2017-11-23 08:28:00,2017-11-23 09:56:00
4730,2017-11-24 07:23:00,2017-11-24 08:28:00,2017-11-24 09:56:00
4739,2017-11-25 07:23:00,2017-11-25 08:28:00,2017-11-25 09:56:00
4748,2017-11-26 07:23:00,2017-11-26 08:28:00,2017-11-26 09:56:00
4757,2017-11-27 07:23:00,2017-11-27 08:28:00,2017-11-27 09:56:00
4766,2017-11-28 07:23:00,2017-11-28 08:28:00,2017-11-28 09:56:00
4775,2017-11-29 07:23:00,2017-11-29 08:19:00,2017-11-29 09:33:00
4784,2017-11-30 07:23:00,2017-11-30 08:28:00,2017-11-30 09:56:00
4795,2017-12-04 07:23:00,2017-12-04 08:28:00,2017-12-04 09:56:00
4804,2017-12-05 07:23:00,2017-12-05 08:28:00,2017-12-05 09:56:00
4813,2017-12-06 07:23:00,2017-12-06 08:28:00,2017-12-06 09:56:00
4822,2017-12-07 07:23:00,2017-12-07 08:28:00,2017-12-07 09:56:00
4831,2017-12-08 07:23:00,2017-12-08 08:28:00,2017-12-08 09:56:00
4845,2017-12-12 07:23:00,2017-12-12 08:28:00,2017-12-12 09:56:00
4854,2017-12-13 07:23:00,2017-12-13 08:28:00,2017-12-13 09:56:00
4863,2017-12-14 07:23:00,2017-12-14 08:28:00,2017-12-14 09:56:00
4872,2017-12-15 07:23:00,2017-12-15 08:28:00,2017-12-15 09:56:00
4881,2017-12-16 07:23:00,2017-12-16 08:28:00,2017-12-16 09:56:00
4890,2017-12-17 07:23:00,2017-12-17 08:28:00,2017-12-17 09:56:00
4899,2017-12-18 07:23:00,2017-12-18 08:28:00,2017-12-18 09:56:00
4908,2017-12-19 07:23:00,2017-12-19 08:28:00,2017-12-19 09:56:00
4917,2017-12-20 07:23:00,2017-12-20 08:28:00,2017-12-20 09:56:00
4926,2017-12-21 07:23:00,2017-12-21 08:28:00,2017-12-21 09:56:00
4935,2017-12-22 07:23:00,2017-12-22 08:28:00,2017-12-22 09:56:00
4944,2017-12-23 07:23:00,2017-12-23 08:28:00,2017-12-23 09:56:00
4953,2017-12-24 07:23:00,2017-12-24 08:28:00,2017-12-24 09:56:00
4962,2017-12-25 07:23:00,2017-12-25 08:28:00,2017-12-25 09:56:00
4971,2017-12-26 07:23:00,2017-12-26 08:28:00,2017-12-26 09:56:00
4980,2017-12-27 07:23:00,2017-12-27 08:28:00,2017-12-27 09:56:00
4989,2017-12-28 07:23:00,2017-12-28 08:28:00,2017-12-28 09:56:00
4998,2017-12-29 07:23:00,2017-12-29 08:28:00,2017-12-29 09:56:00
5007,2017-12-30 07:23:00,2017-12-30 08:28:00,2017-12-30 09:56:00
5016,2017-12-31 07:23:00,2017-12-31 08:28:00,2017-12-31 09:56:00
5025,2018-01-01 07:23:00,2018-01-01 08:28:00,2018-01-01 09:56:00
5034,2018-01-02 07:23:00,2018-01-02 08:28:00,2018-01-02 09:56:00
5043,2018-01-03 07:23:00,2018-01-03 08:28:00,2018-01-03 09:56:00
5052,2018-01-04 07:23:00,2018-01-04 08:28:00,2018-01-04 09:56:00
5061,2018-01-05 07:23:00,2018-01-05 08:28:00,2018-01-05 09:56:00
5067,2018-01-06 07:23:00,2018-01-06 08:28:00,2018-01-06 09:56:00
5076,2018-01-07 07:23:00,2018-01-07 08:28:00,2018-01-07 09:56:00
5085,2018-01-08 07:23:00,2018-01-08 08:28:00,2018-01-08 09:56:00
5094,2018-01-09 07:23:00,2018-01-09 08:28:00,2018-01-09 09:56:00
5103,2018-01-10 07:23:00,2018-01-10 08:28:00,2018-01-10 09:56:00
5112,2018-01-11 07:23:00,2018-01-11 08:28:00,2018-01-11 09:56:00
5121,2018-01-12 07:23:00,2018-01-12 08:22:00,2018-01-12 09:43:00
5130,2018-01-13 07:23:00,2018-01-13 08:28:00,2018-01-13 09:56:00
5139,2018-01-14 07:23:00,2018-01-14 08:28:00,2018-01-14 09:56:00
5148,2018-01-15 07:23:00,2018-01-15 08:27:00,2018-01-15 09:55:00
5157,2018-01-16 07:23:00,2018-01-16 08:28:00,2018-01-16 09:56:00
5166,2018-01-17 07:23:00,2018-01-17 08:28:00,2018-01-17 09:56:00
5175,2018-01-18 07:23:00,2018-01-18 08:20:00,2018-01-18 09:34:00
5186,2018-01-20 07:23:00,2018-01-20 08:28:00,2018-01-20 09:56:00
5195,2018-01-21 07:23:00,2018-01-21 08:28:00,2018-01-21 09:56:00
5204,2018-01-22 07:23:00,2018-01-22 08:19:00,2018-01-22 09:33:00
5213,2018-01-23 07:23:00,2018-01-23 08:28:00,2018-01-23 09:56:00
5222,2018-01-24 07:23:00,2018-01-24 08:25:00,2018-01-24 09:52:00
5237,2018-01-26 07:23:00,2018-01-26 08:28:00,2018-01-26 09:56:00
5246,2018-01-27 07:23:00,2018-01-27 08:22:00,2018-01-27 09:43:00
5255,2018-01-28 07:23:00,2018-01-28 08:28:00,2018-01-28 09:56:00
5264,2018-01-29 07:23:00,2018-01-29 08:28:00,2018-01-29 09:56:00
5273,2018-01-30 07:23:00,2018-01-30 08:28:00,2018-01-30 09:56:00
5282,2018-01-31 07:23:00,2018-01-31 08:28:00,2018-01-31 09:56:00
5291,2018-02-01 07:23:00,2018-02-01 08:28:00,2018-02-01 09:56:00
5300,2018-02-02 07:23:00,2018-02-02 08:28:00,2018-02-02 09:56:00
5309,2018-02-03 07:23:00,2018-02-03 08:28:00,2018-02-03 09:56:00
5318,2018-02-04 07:23:00,2018-02-04 08:28:00,2018-02-04 09:56:00
5327,2018-02-05 07:23:00,2018-02-05 08:28:00,2018-02-05 09:56:00
5336,2018-02-06 07:23:00,2018-02-06 08:28:00,2018-02-06 09:56:00
5345,2018-02-07 07:23:00,2018-02-07 08:28:00,2018-02-07 09:56:00
5354,2018-02-08 07:23:00,2018-02-08 08:28:00,2018-02-08 09:56:00
5363,2018-02-09 07:23:00,2018-02-09 08:28:00,2018-02-09 09:56:00
5372,2018-02-10 07:23:00,2018-02-10 08:28:00,2018-02-10 09:56:00
5381,2018-02-11 07:23:00,2018-02-11 08:28:00,2018-02-11 09:56:00
5390,2018-02-12 07:23:00,2018-02-12 08:28:00,2018-02-12 09:56:00
5399,2018-02-13 07:23:00,2018-02-13 08:28:00,2018-02-13 09:56:00
5408,2018-02-14 07:23:00,2018-02-14 08:28:00,2018-02-14 09:56:00
5417,2018-02-15 07:23:00,2018-02-15 08:28:00,2018-02-15 09:56:00
5426,2018-02-16 07:23:00,2018-02-16 08:28:00,2018-02-16 09:56:00
5435,2018-02-17 07:23:00,2018-02-17 08:28:00,2018-02-17 09:56:00
5444,2018-02-18 07:23:00,2018-02-18 08:28:00,2018-02-18 09:56:00
5453,2018-02-19 07:23:00,2018-02-19 08:28:00,2018-02-19 09:56:00
5461,2018-02-20 07:23:00,2018-02-20 08:28:00,2018-02-20 09:56:00
5470,2018-02-21 07:23:00,2018-02-21 08:28:00,2018-02-21 09:56:00
5479,2018-02-22 07:23:00,2018-02-22 08:28:00,2018-02-22 09:56:00
5488,2018-02-24 07:23:00,2018-02-24 08:28:00,2018-02-24 09:56:00
5497,2018-02-25 07:23:00,2018-02-25 08:28:00,2018-02-25 09:56:00
5506,2018-02-26 07:23:00,2018-02-26 08:28:00,2018-02-26 09:56:00
5515,2018-02-27 07:23:00,2018-02-27 08:28:00,2018-02-27 09:56:00
5524,2018-02-28 07:23:00,2018-02-28 08:28:00,2018-02-28 09:56:00
5533,2018-03-01 07:23:00,2018-03-01 08:28:00,2018-03-01 09:56:00
5542,2018-03-02 07:23:00,2018-03-02 08:28:00,2018-03-02 09:56:00
5551,2018-03-03 07:23:00,2018-03-03 08:28:00,2018-03-03 09:56:00
5560,2018-03-04 07:23:00,2018-03-04 08:28:00,2018-03-04 09:56:00
5569,2018-03-05 07:23:00,2018-03-05 08:28:00,2018-03-05 09:56:00
5582,2018-03-07 07:23:00,2018-03-07 08:28:00,2018-03-07 09:56:00
5591,2018-03-08 07:23:00,2018-03-08 08:28:00,2018-03-08 09:56:00
5600,2018-03-09 07:23:00,2018-03-09 08:28:00,2018-03-09 09:56:00
5609,2018-03-10 07:23:00,2018-03-10 08:28:00,2018-03-10 09:56:00
5619,2018-03-13 07:23:00,2018-03-13 08:28:00,2018-03-13 09:56:00
5628,2018-03-14 07:23:00,2018-03-14 08:28:00,2018-03-14 09:56:00
5648,2018-06-26 04:53:00,2018-06-26 06:03:00,2018-06-26 06:38:00
5657,2018-06-27 04:53:00,2018-06-27 06:02:00,2018-06-27 06:38:00
5668,2018-06-29 04:53:00,2018-06-29 06:03:00,2018-06-29 06:38:00
5680,2018-07-11 04:53:00,2018-07-11 06:03:00,2018-07-11 06:38:00
5689,2018-07-12 04:53:00,2018-07-12 06:03:00,2018-07-12 06:38:00
5698,2018-07-13 04:53:00,2018-07-13 06:02:00,2018-07-13 06:37:00
5704,2018-07-14 07:23:00,2018-07-14 08:30:00,2018-07-14 10:05:00
5712,2018-07-15 04:53:00,2018-07-15 06:01:00,2018-07-15 06:36:00
5721,2018-07-16 04:53:00,2018-07-16 06:01:00,2018-07-16 06:36:00
5730,2018-07-17 04:53:00,2018-07-17 06:02:00,2018-07-17 06:37:00
5739,2018-07-18 04:53:00,2018-07-18 06:02:00,2018-07-18 06:37:00
5748,2018-07-19 04:53:00,2018-07-19 06:02:00,2018-07-19 06:37:00
5757,2018-07-20 04:53:00,2018-07-20 06:02:00,2018-07-20 06:36:00
5766,2018-07-21 04:53:00,2018-07-21 06:01:00,2018-07-21 06:36:00
5775,2018-07-22 04:53:00,2018-07-22 06:00:00,2018-07-22 06:34:00
5785,2018-07-23 07:23:00,2018-07-23 08:29:00,2018-07-23 10:03:00
5794,2018-07-24 07:23:00,2018-07-24 08:24:00,2018-07-24 09:46:00
5803,2018-07-25 07:23:00,2018-07-25 08:24:00,2018-07-25 09:46:00
5812,2018-07-26 07:23:00,2018-07-26 08:28:00,2018-07-26 09:56:00
5821,2018-07-27 07:23:00,2018-07-27 08:28:00,2018-07-27 09:56:00
5829,2018-07-28 04:53:00,2018-07-28 06:03:00,2018-07-28 06:38:00
5838,2018-07-29 04:53:00,2018-07-29 06:03:00,2018-07-29 06:38:00
5847,2018-07-30 04:53:00,2018-07-30 06:03:00,2018-07-30 06:38:00
5856,2018-07-31 04:53:00,2018-07-31 06:03:00,2018-07-31 06:38:00
5865,2018-08-01 04:53:00,2018-08-01 06:02:00,2018-08-01 06:38:00
5874,2018-08-02 04:53:00,2018-08-02 06:02:00,2018-08-02 06:37:00
5883,2018-08-03 04:53:00,2018-08-03 06:02:00,2018-08-03 06:37:00
5892,2018-08-04 04:53:00,2018-08-04 06:02:00,2018-08-04 06:38:00
5901,2018-08-05 04:53:00,2018-08-05 06:03:00,2018-08-05 06:38:00
5910,2018-08-06 04:53:00,2018-08-06 06:02:00,2018-08-06 06:38:00
5918,2018-08-07 02:43:00,2018-08-07 06:22:00,2018-08-07 07:01:00
5927,2018-08-08 04:53:00,2018-08-08 06:02:00,2018-08-08 06:37:00
5935,2018-08-09 04:53:00,2018-08-09 06:03:00,2018-08-09 06:38:00
5944,2018-08-10 04:53:00,2018-08-10 06:02:00,2018-08-10 06:37:00
5954,2018-08-16 04:53:00,2018-08-16 06:01:00,2018-08-16 06:35:00
5965,2018-08-17 07:23:00,2018-08-17 08:27:00,2018-08-17 09:56:00
5974,2018-08-18 07:23:00,2018-08-18 08:23:00,2018-08-18 09:45:00
5983,2018-08-19 07:23:00,2018-08-19 08:30:00,2018-08-19 10:05:00
5991,2018-08-20 04:53:00,2018-08-20 06:01:00,2018-08-20 06:36:00
6000,2018-08-21 04:53:00,2018-08-21 06:02:00,2018-08-21 06:37:00
6015,2018-09-08 04:53:00,2018-09-08 06:02:00,2018-09-08 06:37:00
6024,2018-09-09 04:53:00,2018-09-09 06:02:00,2018-09-09 06:37:00
6033,2018-09-10 04:53:00,2018-09-10 06:01:00,2018-09-10 06:36:00
6042,2018-09-11 04:53:00,2018-09-11 06:01:00,2018-09-11 06:35:00
6051,2018-09-12 04:53:00,2018-09-12 06:01:00,2018-09-12 06:36:00
6060,2018-09-13 04:53:00,2018-09-13 06:01:00,2018-09-13 06:35:00
6067,2018-09-15 07:23:00,2018-09-15 08:26:00,2018-09-15 09:53:00
6076,2018-09-16 07:23:00,2018-09-16 08:27:00,2018-09-16 09:56:00
6085,2018-09-17 07:23:00,2018-09-17 08:24:00,2018-09-17 09:46:00
6094,2018-10-03 07:23:00,2018-10-03 08:30:00,2018-10-03 10:05:00
6103,2018-10-04 07:23:00,2018-10-04 08:27:00,2018-10-04 09:55:00
6111,2018-10-05 04:53:00,2018-10-05 06:00:00,2018-10-05 06:34:00
6121,2018-10-06 07:23:00,2018-10-06 08:30:00,2018-10-06 10:04:00
