profile,start,peak,end
2965,2016-10-17 18:13:00,2016-10-17 19:18:00,2016-10-17 19:51:00
2974,2016-10-18 18:13:00,2016-10-18 19:14:00,2016-10-18 19:45:00
2983,2016-10-19 18:13:00,2016-10-19 19:18:00,2016-10-19 19:51:00
2992,2016-10-20 18:13:00,2016-10-20 19:18:00,2016-10-20 19:51:00
3004,2016-10-22 18:13:00,2016-10-22 19:18:00,2016-10-22 19:51:00
3013,2016-10-23 18:13:00,2016-10-23 19:18:00,2016-10-23 19:51:00
3022,2016-10-24 18:13:00,2016-10-24 19:18:00,2016-10-24 19:51:00
3031,2016-10-25 18:13:00,2016-10-25 19:16:00,2016-10-25 19:48:00
3040,2016-10-26 18:13:00,2016-10-26 19:14:00,2016-10-26 19:44:00
3049,2016-10-27 18:13:00,2016-10-27 19:18:00,2016-10-27 19:51:00
3058,2016-10-28 18:13:00,2016-10-28 19:18:00,2016-10-28 19:51:00
3067,2016-10-29 18:13:00,2016-10-29 19:18:00,2016-10-29 19:51:00
3076,2016-10-30 18:13:00,2016-10-30 19:18:00,2016-10-30 19:51:00
3085,2016-10-31 18:13:00,2016-10-31 19:18:00,2016-10-31 19:51:00
3094,2016-11-01 18:13:00,2016-11-01 19:18:00,2016-11-01 19:51:00
3103,2016-11-02 18:13:00,2016-11-02 19:17:00,2016-11-02 19:50:00
3112,2016-11-03 18:13:00,2016-11-03 19:15:00,2016-11-03 19:46:00
3121,2016-11-04 18:13:00,2016-11-04 19:17:00,2016-11-04 19:50:00
3130,2016-11-05 18:13:00,2016-11-05 19:16:00,2016-11-05 19:48:00
3139,2016-11-06 18:13:00,2016-11-06 19:18:00,2016-11-06 19:51:00
3148,2016-11-07 18:13:00,2016-11-07 19:18:00,2016-11-07 19:51:00
3158,2016-11-09 18:13:00,2016-11-09 19:18:00,2016-11-09 19:51:00
3167,2016-11-10 18:13:00,2016-11-10 19:18:00,2016-11-10 19:51:00
3176,2016-11-11 18:13:00,2016-11-11 19:18:00,2016-11-11 19:51:00
3185,2016-11-12 18:13:00,2016-11-12 19:16:00,2016-11-12 19:48:00
3194,2016-11-13 18:13:00,2016-11-13 19:18:00,2016-11-13 19:51:00
3203,2016-11-14 18:13:00,2016-11-14 19:18:00,2016-11-14 19:51:00
3212,2016-11-15 18:13:00,2016-11-15 19:18:00,2016-11-15 19:51:00
3221,2016-11-16 18:13:00,2016-11-16 19:17:00,2016-11-16 19:50:00
3230,2016-11-17 18:13:00,2016-11-17 19:18:00,2016-11-17 19:51:00
3239,2016-11-18 18:13:00,2016-11-18 19:18:00,2016-11-18 19:51:00
3248,2016-11-19 18:13:00,2016-11-19 19:12:00,2016-11-19 19:42:00
3257,2016-11-20 18:13:00,2016-11-20 19:18:00,2016-11-20 19:51:00
3266,2016-11-21 18:13:00,2016-11-21 19:18:00,2016-11-21 19:51:00
3275,2016-11-22 18:13:00,2016-11-22 19:18:00,2016-11-22 19:51:00
3284,2016-11-23 18:13:00,2016-11-23 19:18:00,2016-11-23 19:51:00
3293,2016-11-24 18:13:00,2016-11-24 19:15:00,2016-11-24 19:46:00
3302,2016-11-25 18:13:00,2016-11-25 19:10:00,2016-11-25 19:39:00
3311,2016-11-26 18:13:00,2016-11-26 19:18:00,2016-11-26 19:51:00
3320,2016-11-27 18:13:00,2016-11-27 19:18:00,2016-11-27 19:51:00
3329,2016-11-28 18:13:00,2016-11-28 19:18:00,2016-11-28 19:51:00
3338,2016-11-29 18:13:00,2016-11-29 19:18:00,2016-11-29 19:51:00
3347,2016-11-30 18:13:00,2016-11-30 19:10:00,2016-11-30 19:39:00
3356,2016-12-01 18:13:00,2016-12-01 19:18:00,2016-12-01 19:51:00
3365,2016-12-02 18:13:00,2016-12-02 19:18:00,2016-12-02 19:51:00
3374,2016-12-03 18:13:00,2016-12-03 19:14:00,2016-12-03 19:45:00
3383,2016-12-04 18:13:00,2016-12-04 19:18:00,2016-12-04 19:51:00
3392,2016-12-05 18:13:00,2016-12-05 19:18:00,2016-12-05 19:51:00
3401,2016-12-06 18:13:00,2016-12-06 19:18:00,2016-12-06 19:51:00
3410,2016-12-07 18:13:00,2016-12-07 19:18:00,2016-12-07 19:51:00
3419,2016-12-08 18:13:00,2016-12-08 19:18:00,2016-12-08 19:51:00
3428,2016-12-09 18:13:00,2016-12-09 19:18:00,2016-12-09 19:51:00
3437,2016-12-10 18:13:00,2016-12-10 19:18:00,2016-12-10 19:51:00
3446,2016-12-11 18:13:00,2016-12-11 19:17:00,2016-12-11 19:50:00
3455,2016-12-12 18:13:00,2016-12-12 19:18:00,2016-12-12 19:51:00
3464,2016-12-13 18:13:00,2016-12-13 19:18:00,2016-12-13 19:51:00
3473,2016-12-14 18:13:00,2016-12-14 19:18:00,2016-12-14 19:51:00
3482,2016-12-15 18:13:00,2016-12-15 19:18:00,2016-12-15 19:51:00
3491,2016-12-16 18:13:00,2016-12-16 19:18:00,2016-12-16 19:51:00
3500,2016-12-17 18:13:00,2016-12-17 19:18:00,2016-12-17 19:51:00
3509,2016-12-18 18:13:00,2016-12-18 19:18:00,2016-12-18 19:51:00
3518,2016-12-19 18:13:00,2016-12-19 19:18:00,2016-12-19 19:50:00
3527,2016-12-20 18:13:00,2016-12-20 19:18:00,2016-12-20 19:51:00
3536,2016-12-21 18:13:00,2016-12-21 19:16:00,2016-12-21 19:48:00
3539,2016-12-23 18:12:00,2016-12-23 19:18:00,2016-12-23 19:51:00
3548,2016-12-24 18:13:00,2016-12-24 19:18:00,2016-12-24 19:51:00
3557,2016-12-25 18:13:00,2016-12-25 19:18:00,2016-12-25 19:51:00
3566,2016-12-26 18:13:00,2016-12-26 19:18:00,2016-12-26 19:51:00
3575,2016-12-27 18:13:00,2016-12-27 19:18:00,2016-12-27 19:51:00
3584,2016-12-28 18:13:00,2016-12-28 19:18:00,2016-12-28 19:51:00
3593,2016-12-29 18:13:00,2016-12-29 19:17:00,2016-12-29 19:50:00
3602,2016-12-30 18:13:00,2016-12-30 19:18:00,2016-12-30 19:51:00
3611,2016-12-31 18:13:00,2016-12-31 19:18:00,2016-12-31 19:51:00
3620,2017-01-01 18:13:00,2017-01-01 19:15:00,2017-01-01 19:47:00
3629,2017-01-02 18:13:00,2017-01-02 19:18:00,2017-01-02 19:51:00
3638,2017-01-03 18:13:00,2017-01-03 19:18:00,2017-01-03 19:51:00
3647,2017-01-04 18:13:00,2017-01-04 19:18:00,2017-01-04 19:51:00
3656,2017-01-05 18:13:00,2017-01-05 19:18:00,2017-01-05 19:51:00
3665,2017-01-06 18:13:00,2017-01-06 19:18:00,2017-01-06 19:51:00
3674,2017-01-07 18:13:00,2017-01-07 19:18:00,2017-01-07 19:51:00
3683,2017-01-08 18:13:00,2017-01-08 19:18:00,2017-01-08 19:51:00
3697,2017-01-11 18:13:00,2017-01-11 19:18:00,2017-01-11 19:51:00
3706,2017-01-12 18:13:00,2017-01-12 19:18:00,2017-01-12 19:51:00
3715,2017-01-13 18:13:00,2017-01-13 19:18:00,2017-01-13 19:51:00
3724,2017-01-14 18:13:00,2017-01-14 19:18:00,2017-01-14 19:51:00
3733,2017-01-15 18:13:00,2017-01-15 19:18:00,2017-01-15 19:51:00
3742,2017-01-16 18:13:00,2017-01-16 19:18:00,2017-01-16 19:51:00
3751,2017-01-17 18:13:00,2017-01-17 19:14:00,2017-01-17 19:45:00
3760,2017-01-18 18:13:00,2017-01-18 19:11:00,2017-01-18 19:40:00
3769,2017-01-19 18:13:00,2017-01-19 19:18:00,2017-01-19 19:51:00
3778,2017-01-20 18:13:00,2017-01-20 19:12:00,2017-01-20 19:41:00
3787,2017-01-21 18:13:00,2017-01-21 19:17:00,2017-01-21 19:49:00
3796,2017-01-22 18:13:00,2017-01-22 19:11:00,2017-01-22 19:40:00
3805,2017-01-23 18:13:00,2017-01-23 19:18:00,2017-01-23 19:51:00
3814,2017-01-24 18:13:00,2017-01-24 19:18:00,2017-01-24 19:51:00
3823,2017-01-25 18:13:00,2017-01-25 19:18:00,2017-01-25 19:51:00
3832,2017-01-26 18:13:00,2017-01-26 19:06:00,2017-01-26 19:33:00
3841,2017-01-27 18:13:00,2017-01-27 19:18:00,2017-01-27 19:51:00
3850,2017-01-28 18:13:00,2017-01-28 19:18:00,2017-01-28 19:51:00
3859,2017-01-29 18:13:00,2017-01-29 19:18:00,2017-01-29 19:51:00
3871,2017-08-05 18:13:00,2017-08-05 19:18:00,2017-08-05 19:51:00
3880,2017-08-06 18:13:00,2017-08-06 19:18:00,2017-08-06 19:51:00
3889,2017-08-07 18:13:00,2017-08-07 19:18:00,2017-08-07 19:51:00
3898,2017-08-08 18:13:00,2017-08-08 19:18:00,2017-08-08 19:51:00
3907,2017-08-09 18:13:00,2017-08-09 19:18:00,2017-08-09 19:51:00
3916,2017-08-10 18:13:00,2017-08-10 19:18:00,2017-08-10 19:51:00
3925,2017-08-11 18:13:00,2017-08-11 19:18:00,2017-08-11 19:51:00
3934,2017-08-12 18:13:00,2017-08-12 19:18:00,2017-08-12 19:51:00
3943,2017-08-13 18:13:00,2017-08-13 19:18:00,2017-08-13 19:51:00
3952,2017-08-14 18:13:00,2017-08-14 19:18:00,2017-08-14 19:51:00
3961,2017-08-15 18:13:00,2017-08-15 19:18:00,2017-08-15 19:51:00
3970,2017-08-16 18:13:00,2017-08-16 19:18:00,2017-08-16 19:51:00
3979,2017-08-17 18:13:00,2017-08-17 19:18:00,2017-08-17 19:51:00
3988,2017-08-18 18:13:00,2017-08-18 19:18:00,2017-08-18 19:51:00
3997,2017-08-19 18:13:00,2017-08-19 19:18:00,2017-08-19 19:51:00
4006,2017-08-20 18:13:00,2017-08-20 19:18:00,2017-08-20 19:51:00
4015,2017-08-21 18:13:00,2017-08-21 19:18:00,2017-08-21 19:51:00
4024,2017-08-22 18:13:00,2017-08-22 19:18:00,2017-08-22 19:51:00
4033,2017-08-23 18:13:00,2017-08-23 19:18:00,2017-08-23 19:51:00
4042,2017-08-24 18:13:00,2017-08-24 19:18:00,2017-08-24 19:51:00
4044,2017-08-25 18:13:00,2017-08-25 19:18:00,2017-08-25 19:51:00
4053,2017-08-26 18:13:00,2017-08-26 19:18:00,2017-08-26 19:51:00
4062,2017-08-27 18:13:00,2017-08-27 19:18:00,2017-08-27 19:51:00
4071,2017-08-28 18:13:00,2017-08-28 19:18:00,2017-08-28 19:51:00
4080,2017-08-29 18:13:00,2017-08-29 19:18:00,2017-08-29 19:51:00
4089,2017-08-30 18:13:00,2017-08-30 19:18:00,2017-08-30 19:51:00
4105,2017-09-01 18:13:00,2017-09-01 19:18:00,2017-09-01 19:51:00
4114,2017-09-02 18:13:00,2017-09-02 19:18:00,2017-09-02 19:51:00
4123,2017-09-03 18:13:00,2017-09-03 19:18:00,2017-09-03 19:51:00
4132,2017-09-04 18:13:00,2017-09-04 19:18:00,2017-09-04 19:51:00
4141,2017-09-05 18:13:00,2017-09-05 19:18:00,2017-09-05 19:51:00
4150,2017-09-06 18:13:00,2017-09-06 19:18:00,2017-09-06 19:51:00
4155,2017-09-07 18:13:00,2017-09-07 19:18:00,2017-09-07 19:51:00
4164,2017-09-08 18:13:00,2017-09-08 19:18:00,2017-09-08 19:51:00
4173,2017-09-09 18:13:00,2017-09-09 19:18:00,2017-09-09 19:51:00
4182,2017-09-10 18:13:00,2017-09-10 19:18:00,2017-09-10 19:51:00
4191,2017-09-11 18:13:00,2017-09-11 19:18:00,2017-09-11 19:51:00
4200,2017-09-12 18:13:00,2017-09-12 19:18:00,2017-09-12 19:51:00
4209,2017-09-13 18:13:00,2017-09-13 19:18:00,2017-09-13 19:51:00
4218,2017-09-14 18:13:00,2017-09-14 19:18:00,2017-09-14 19:51:00
4227,2017-09-15 18:13:00,2017-09-15 19:18:00,2017-09-15 19:51:00
4236,2017-09-16 18:13:00,2017-09-16 19:18:00,2017-09-16 19:51:00
4245,2017-09-17 18:13:00,2017-09-17 19:18:00,2017-09-17 19:51:00
4252,2017-09-18 18:13:00,2017-09-18 19:18:00,2017-09-18 19:51:00
4261,2017-09-19 18:13:00,2017-09-19 19:18:00,2017-09-19 19:51:00
4270,2017-09-20 18:13:00,2017-09-20 19:18:00,2017-09-20 19:51:00
4279,2017-09-21 18:13:00,2017-09-21 19:18:00,2017-09-21 19:51:00
4288,2017-09-22 18:13:00,2017-09-22 19:18:00,2017-09-22 19:51:00
4297,2017-09-23 18:13:00,2017-09-23 19:18:00,2017-09-23 19:51:00
4306,2017-10-04 18:13:00,2017-10-04 19:18:00,2017-10-04 19:51:00
4315,2017-10-05 18:13:00,2017-10-05 19:18:00,2017-10-05 19:51:00
4324,2017-10-06 18:13:00,2017-10-06 19:18:00,2017-10-06 19:51:00
4333,2017-10-07 18:13:00,2017-10-07 19:18:00,2017-10-07 19:51:00
4342,2017-10-08 18:13:00,2017-10-08 19:18:00,2017-10-08 19:51:00
4351,2017-10-09 18:13:00,2017-10-09 19:18:00,2017-10-09 19:51:00
4360,2017-10-10 18:13:00,2017-10-10 19:18:00,2017-10-10 19:51:00
4369,2017-10-11 18:13:00,2017-10-11 19:18:00,2017-10-11 19:51:00
4378,2017-10-12 18:13:00,2017-10-12 19:18:00,2017-10-12 19:51:00
4387,2017-10-13 18:13:00,2017-10-13 19:18:00,2017-10-13 19:51:00
4396,2017-10-14 18:13:00,2017-10-14 19:18:00,2017-10-14 19:51:00
4405,2017-10-15 18:13:00,2017-10-15 19:18:00,2017-10-15 19:51:00
4414,2017-10-16 18:13:00,2017-10-16 19:18:00,2017-10-16 19:51:00
4423,2017-10-17 18:13:00,2017-10-17 19:18:00,2017-10-17 19:51:00
4432,2017-10-18 18:13:00,2017-10-18 19:18:00,2017-10-18 19:51:00
4441,2017-10-19 18:13:00,2017-10-19 19:15:00,2017-10-19 19:46:00
4450,2017-10-20 18:13:00,2017-10-20 19:18:00,2017-10-20 19:51:00
4459,2017-10-21 18:13:00,2017-10-21 19:18:00,2017-10-21 19:51:00
4468,2017-10-22 18:13:00,2017-10-22 19:16:00,2017-10-22 19:48:00
4477,2017-10-23 18:13:00,2017-10-23 19:18:00,2017-10-23 19:51:00
4486,2017-10-24 18:13:00,2017-10-24 19:18:00,2017-10-24 19:51:00
4495,2017-10-25 18:13:00,2017-10-25 19:18:00,2017-10-25 19:51:00
4504,2017-10-26 18:13:00,2017-10-26 19:18:00,2017-10-26 19:51:00
4513,2017-10-27 18:13:00,2017-10-27 19:18:00,2017-10-27 19:51:00
4522,2017-10-28 18:13:00,2017-10-28 19:18:00,2017-10-28 19:51:00
4531,2017-10-29 18:13:00,2017-10-29 19:18:00,2017-10-29 19:51:00
4540,2017-10-30 18:13:00,2017-10-30 19:18:00,2017-10-30 19:51:00
4549,2017-10-31 18:13:00,2017-10-31 19:18:00,2017-10-31 19:51:00
4558,2017-11-01 18:13:00,2017-11-01 19:18:00,2017-11-01 19:51:00
4567,2017-11-02 18:13:00,2017-11-02 19:18:00,2017-11-02 19:51:00
4576,2017-11-03 18:13:00,2017-11-03 19:18:00,2017-11-03 19:51:00
4585,2017-11-04 18:13:00,2017-11-04 19:18:00,2017-11-04 19:51:00
4594,2017-11-05 18:13:00,2017-11-05 19:18:00,2017-11-05 19:51:00
4603,2017-11-06 18:13:00,2017-11-06 19:18:00,2017-11-06 19:51:00
4612,2017-11-07 18:13:00,2017-11-07 19:19:00,2017-11-07 19:55:00
4618,2017-11-08 18:13:00,2017-11-08 19:13:00,2017-11-08 19:44:00
4626,2017-11-09 20:42:00,2017-11-09 21:48:00,2017-11-09 23:16:00
4634,2017-11-10 18:13:00,2017-11-10 19:18:00,2017-11-10 19:51:00
4643,2017-11-11 18:13:00,2017-11-11 19:18:00,2017-11-11 19:51:00
4652,2017-11-12 18:13:00,2017-11-12 19:18:00,2017-11-12 19:51:00
4661,2017-11-13 18:13:00,2017-11-13 19:18:00,2017-11-13 19:51:00
4669,2017-11-15 18:13:00,2017-11-15 19:18:00,2017-11-15 19:51:00
4678,2017-11-16 18:13:00,2017-11-16 19:18:00,2017-11-16 19:51:00
4687,2017-11-17 18:13:00,2017-11-17 19:18:00,2017-11-17 19:51:00
4696,2017-11-18 18:13:00,2017-11-18 19:18:00,2017-11-18 19:51:00
4705,2017-11-19 18:13:00,2017-11-19 19:18:00,2017-11-19 19:51:00
4707,2017-11-20 18:13:00,2017-11-20 19:18:00,2017-11-20 19:51:00
4716,2017-11-22 18:13:00,2017-11-22 19:18:00,2017-11-22 19:51:00
4725,2017-11-23 18:13:00,2017-11-23 19:18:00,2017-11-23 19:51:00
4734,2017-11-24 18:13:00,2017-11-24 19:18:00,2017-11-24 19:51:00
4743,2017-11-25 18:13:00,2017-11-25 19:18:00,2017-11-25 19:51:00
4752,2017-11-26 18:13:00,2017-11-26 19:18:00,2017-11-26 19:51:00
4761,2017-11-27 18:13:00,2017-11-27 19:18:00,2017-11-27 19:51:00
4770,2017-11-28 18:13:00,2017-11-28 19:18:00,2017-11-28 19:51:00
4779,2017-11-29 18:13:00,2017-11-29 19:18:00,2017-11-29 19:50:00
4788,2017-11-30 18:13:00,2017-11-30 19:18:00,2017-11-30 19:51:00
4790,2017-12-03 18:13:00,2017-12-03 19:18:00,2017-12-03 19:51:00
4799,2017-12-04 18:13:00,2017-12-04 19:18:00,2017-12-04 19:51:00
4808,2017-12-05 18:13:00,2017-12-05 19:18:00,2017-12-05 19:51:00
4817,2017-12-06 18:13:00,2017-12-06 19:18:00,2017-12-06 19:51:00
4826,2017-12-07 18:13:00,2017-12-07 19:18:00,2017-12-07 19:51:00
4835,2017-12-08 18:13:00,2017-12-08 19:18:00,2017-12-08 19:51:00
4840,2017-12-11 18:13:00,2017-12-11 19:18:00,2017-12-11 19:51:00
4849,2017-12-12 18:13:00,2017-12-12 19:18:00,2017-12-12 19:51:00
4858,2017-12-13 18:13:00,2017-12-13 19:18:00,2017-12-13 19:51:00
4867,2017-12-14 18:13:00,2017-12-14 19:18:00,2017-12-14 19:51:00
4876,2017-12-15 18:13:00,2017-12-15 19:18:00,2017-12-15 19:51:00
4885,2017-12-16 18:13:00,2017-12-16 19:18:00,2017-12-16 19:51:00
4894,2017-12-17 18:13:00,2017-12-17 19:18:00,2017-12-17 19:51:00
4903,2017-12-18 18:13:00,2017-12-18 19:18:00,2017-12-18 19:51:00
4912,2017-12-19 18:13:00,2017-12-19 19:18:00,2017-12-19 19:51:00
4921,2017-12-20 18:13:00,2017-12-20 19:18:00,2017-12-20 19:51:00
4930,2017-12-21 18:13:00,2017-12-21 19:18:00,2017-12-21 19:51:00
4939,2017-12-22 18:13:00,2017-12-22 19:18:00,2017-12-22 19:51:00
4948,2017-12-23 18:13:00,2017-12-23 19:18:00,2017-12-23 19:51:00
4957,2017-12-24 18:13:00,2017-12-24 19:18:00,2017-12-24 19:51:00
4966,2017-12-25 18:13:00,2017-12-25 19:18:00,2017-12-25 19:51:00
4975,2017-12-26 18:13:00,2017-12-26 19:18:00,2017-12-26 19:51:00
4984,2017-12-27 18:13:00,2017-12-27 19:18:00,2017-12-27 19:51:00
4993,2017-12-28 18:13:00,2017-12-28 19:18:00,2017-12-28 19:51:00
5002,2017-12-29 18:13:00,2017-12-29 19:18:00,2017-12-29 19:51:00
5011,2017-12-30 18:13:00,2017-12-30 19:18:00,2017-12-30 19:51:00
5020,2017-12-31 18:13:00,2017-12-31 19:18:00,2017-12-31 19:51:00
5029,2018-01-01 18:13:00,2018-01-01 19:18:00,2018-01-01 19:51:00
5038,2018-01-02 18:13:00,2018-01-02 19:18:00,2018-01-02 19:51:00
5047,2018-01-03 18:13:00,2018-01-03 19:17:00,2018-01-03 19:49:00
5056,2018-01-04 18:13:00,2018-01-04 19:18:00,2018-01-04 19:51:00
5062,2018-01-05 18:13:00,2018-01-05 19:18:00,2018-01-05 19:51:00
5071,2018-01-06 18:13:00,2018-01-06 19:18:00,2018-01-06 19:51:00
5080,2018-01-07 18:13:00,2018-01-07 19:18:00,2018-01-07 19:51:00
5089,2018-01-08 18:13:00,2018-01-08 19:18:00,2018-01-08 19:51:00
5098,2018-01-09 18:13:00,2018-01-09 19:18:00,2018-01-09 19:51:00
5107,2018-01-10 18:13:00,2018-01-10 19:18:00,2018-01-10 19:51:00
5116,2018-01-11 18:13:00,2018-01-11 19:18:00,2018-01-11 19:51:00
5125,2018-01-12 18:13:00,2018-01-12 19:18:00,2018-01-12 19:51:00
5134,2018-01-13 18:13:00,2018-01-13 19:18:00,2018-01-13 19:51:00
5143,2018-01-14 18:13:00,2018-01-14 19:18:00,2018-01-14 19:51:00
5152,2018-01-15 18:13:00,2018-01-15 19:18:00,2018-01-15 19:51:00
5161,2018-01-16 18:13:00,2018-01-16 19:18:00,2018-01-16 19:51:00
5170,2018-01-17 18:13:00,2018-01-17 19:18:00,2018-01-17 19:51:00
5179,2018-01-18 18:13:00,2018-01-18 19:03:00,2018-01-18 19:28:00
5182,2018-01-19 20:43:00,2018-01-19 21:47:00,2018-01-19 23:16:00
5190,2018-01-20 18:13:00,2018-01-20 19:18:00,2018-01-20 19:51:00
5199,2018-01-21 18:13:00,2018-01-21 19:11:00,2018-01-21 19:40:00
5208,2018-01-22 18:13:00,2018-01-22 19:18:00,2018-01-22 19:51:00
5217,2018-01-23 18:13:00,2018-01-23 19:12:00,2018-01-23 19:42:00
5226,2018-01-24 18:13:00,2018-01-24 19:18:00,2018-01-24 19:51:00
5232,2018-01-25 18:13:00,2018-01-25 19:18:00,2018-01-25 19:51:00
5241,2018-01-26 18:13:00,2018-01-26 19:18:00,2018-01-26 19:51:00
5250,2018-01-27 18:13:00,2018-01-27 19:18:00,2018-01-27 19:50:00
5259,2018-01-28 18:13:00,2018-01-28 19:18:00,2018-01-28 19:51:00
5268,2018-01-29 18:13:00,2018-01-29 19:18:00,2018-01-29 19:51:00
5277,2018-01-30 18:13:00,2018-01-30 19:18:00,2018-01-30 19:51:00
5286,2018-01-31 18:13:00,2018-01-31 19:18:00,2018-01-31 19:51:00
5295,2018-02-01 18:13:00,2018-02-01 19:18:00,2018-02-01 19:51:00
5304,2018-02-02 18:13:00,2018-02-02 19:18:00,2018-02-02 19:51:00
5313,2018-02-03 18:13:00,2018-02-03 19:18:00,2018-02-03 19:51:00
5322,2018-02-04 18:13:00,2018-02-04 19:18:00,2018-02-04 19:51:00
5331,2018-02-05 18:13:00,2018-02-05 19:18:00,2018-02-05 19:51:00
5340,2018-02-06 18:13:00,2018-02-06 19:18:00,2018-02-06 19:51:00
5349,2018-02-07 18:13:00,2018-02-07 19:18:00,2018-02-07 19:51:00
5358,2018-02-08 18:13:00,2018-02-08 19:18:00,2018-02-08 19:51:00
5367,2018-02-09 18:13:00,2018-02-09 19:18:00,2018-02-09 19:51:00
5376,2018-02-10 18:13:00,2018-02-10 19:18:00,2018-02-10 19:51:00
5385,2018-02-11 18:13:00,2018-02-11 19:18:00,2018-02-11 19:51:00
5394,2018-02-12 18:13:00,2018-02-12 19:18:00,2018-02-12 19:51:00
5403,2018-02-13 18:13:00,2018-02-13 19:18:00,2018-02-13 19:51:00
5412,2018-02-14 18:13:00,2018-02-14 19:18:00,2018-02-14 19:51:00
5421,2018-02-15 18:13:00,2018-02-15 19:18:00,2018-02-15 19:51:00
5430,2018-02-16 18:13:00,2018-02-16 19:18:00,2018-02-16 19:51:00
5439,2018-02-17 18:13:00,2018-02-17 19:18:00,2018-02-17 19:51:00
5448,2018-02-18 18:13:00,2018-02-18 19:18:00,2018-02-18 19:51:00
5457,2018-02-19 18:13:00,2018-02-19 19:18:00,2018-02-19 19:51:00
5465,2018-02-20 18:13:00,2018-02-20 19:18:00,2018-02-20 19:51:00
5474,2018-02-21 18:13:00,2018-02-21 19:18:00,2018-02-21 19:51:00
5483,2018-02-22 18:13:00,2018-02-22 19:18:00,2018-02-22 19:51:00
5492,2018-02-24 18:13:00,2018-02-24 19:16:00,2018-02-24 19:48:00
5501,2018-02-25 18:13:00,2018-02-25 19:18:00,2018-02-25 19:51:00
5510,2018-02-26 18:13:00,2018-02-26 19:08:00,2018-02-26 19:36:00
5519,2018-02-27 18:13:00,2018-02-27 19:18:00,2018-02-27 19:51:00
5528,2018-02-28 18:13:00,2018-02-28 19:18:00,2018-02-28 19:51:00
5537,2018-03-01 18:13:00,2018-03-01 19:18:00,2018-03-01 19:51:00
5546,2018-03-02 18:13:00,2018-03-02 19:18:00,2018-03-02 19:51:00
5555,2018-03-03 18:13:00,2018-03-03 19:18:00,2018-03-03 19:51:00
5564,2018-03-04 18:13:00,2018-03-04 19:18:00,2018-03-04 19:51:00
5573,2018-03-05 18:13:00,2018-03-05 19:18:00,2018-03-05 19:51:00
5577,2018-03-06 18:12:00,2018-03-06 19:18:00,2018-03-06 19:51:00
5586,2018-03-07 18:13:00,2018-03-07 19:18:00,2018-03-07 19:51:00
5595,2018-03-08 18:13:00,2018-03-08 19:18:00,2018-03-08 19:51:00
5604,2018-03-09 18:13:00,2018-03-09 19:18:00,2018-03-09 19:51:00
5613,2018-03-10 18:13:00,2018-03-10 19:18:00,2018-03-10 19:51:00
5614,2018-03-12 18:13:00,2018-03-12 19:18:00,2018-03-12 19:51:00
5623,2018-03-13 18:13:00,2018-03-13 19:18:00,2018-03-13 19:51:00
5632,2018-03-14 18:13:00,2018-03-14 19:18:00,2018-03-14 19:51:00
5636,2018-06-24 18:12:00,2018-06-24 18:46:00,2018-06-24 19:19:00
5643,2018-06-25 18:02:00,2018-06-25 18:06:00,2018-06-25 18:09:00
5653,2018-06-26 18:13:00,2018-06-26 19:22:00,2018-06-26 19:58:00
5662,2018-06-27 18:13:00,2018-06-27 19:22:00,2018-06-27 19:58:00
5664,2018-06-28 18:13:00,2018-06-28 19:23:00,2018-06-28 19:58:00
5673,2018-06-29 18:13:00,2018-06-29 19:22:00,2018-06-29 19:58:00
5676,2018-07-10 18:13:00,2018-07-10 19:23:00,2018-07-10 19:58:00
5685,2018-07-11 18:13:00,2018-07-11 19:22:00,2018-07-11 19:58:00
5694,2018-07-12 18:13:00,2018-07-12 19:22:00,2018-07-12 19:58:00
5703,2018-07-13 18:13:00,2018-07-13 19:21:00,2018-07-13 19:56:00
5708,2018-07-14 18:13:00,2018-07-14 19:20:00,2018-07-14 19:54:00
5717,2018-07-15 18:13:00,2018-07-15 19:20:00,2018-07-15 19:55:00
5726,2018-07-16 18:13:00,2018-07-16 19:21:00,2018-07-16 19:56:00
5735,2018-07-17 18:13:00,2018-07-17 19:22:00,2018-07-17 19:56:00
5744,2018-07-18 18:13:00,2018-07-18 19:22:00,2018-07-18 19:57:00
5753,2018-07-19 18:13:00,2018-07-19 19:21:00,2018-07-19 19:56:00
5762,2018-07-20 18:13:00,2018-07-20 19:21:00,2018-07-20 19:55:00
5771,2018-07-21 18:13:00,2018-07-21 19:20:00,2018-07-21 19:53:00
5780,2018-07-22 18:13:00,2018-07-22 19:20:00,2018-07-22 19:54:00
5789,2018-07-23 18:13:00,2018-07-23 19:17:00,2018-07-23 19:50:00
5798,2018-07-24 18:13:00,2018-07-24 19:11:00,2018-07-24 19:40:00
5807,2018-07-25 18:13:00,2018-07-25 19:16:00,2018-07-25 19:48:00
5816,2018-07-26 18:13:00,2018-07-26 19:18:00,2018-07-26 19:52:00
5825,2018-07-27 18:13:00,2018-07-27 19:22:00,2018-07-27 19:58:00
5834,2018-07-28 18:13:00,2018-07-28 19:23:00,2018-07-28 19:58:00
5843,2018-07-29 18:13:00,2018-07-29 19:22:00,2018-07-29 19:58:00
5852,2018-07-30 18:13:00,2018-07-30 19:23:00,2018-07-30 19:58:00
5861,2018-07-31 18:13:00,2018-07-31 19:22:00,2018-07-31 19:58:00
5870,2018-08-01 18:13:00,2018-08-01 19:22:00,2018-08-01 19:57:00
5879,2018-08-02 18:13:00,2018-08-02 19:22:00,2018-08-02 19:58:00
